,DBO gross,earnings,z-scoreX1,z-scoreY1,z-scoreX2,z-scoreY2,z-scoreX3,z-scoreY3,b1,b2,b3,a1,a2,a3,y_hat1,y_hat2,y_hat3,residuals1,residuals2,residuals3,squares1,squares2,squares3,residual squares1,residual squares2,residual squares3
0,9599586428.0,-18032000.0,-1.5909328668428357,-1.8739156999876074,,,0.13866093387209735,0.5217510456924179,0.06309998813676994,0.20161160108675694,0.24878099226102765,-598645527.9341464,-2482569804.439675,-2817870262.2781577,7088261.790551305,,-429675625.42482376,-25120261.790551305,,411643625.42482376,1.2372780289e+16,,2.9411308970434605e+17,631027552425831.9,,1.694504743528926e+17
1,11347347984.0,125572000.0,0.44655914503812816,0.5453464810290007,,,0.6000315852251977,0.6599079802447613,0.06309998813676994,0.20161160108675694,0.24878099226102765,-598645527.9341464,-2482569804.439675,-2817870262.2781577,117371995.24005389,,5134228.712533951,8200004.759946108,,120437771.28746605,1047881641000000.0,,4.7049439908446035e+17,67240078063138.83,,1.4505256752691982e+16
2,10019077364.0,29504000.0,-1.1019019528590128,-1.0730880974361083,,,0.24939732449393212,0.5674839503530137,0.06309998813676994,0.20161160108675694,0.24878099226102765,-598645527.9341464,-2482569804.439675,-2817870262.2781577,33558134.875633836,,-325314254.12223625,-4054134.875633836,,354818254.12223625,4057307809000000.0,,3.4793239275166035e+17,16436009589830.578,,1.2589599345835182e+17
3,10509435620.0,119276000.0,-0.5302558801267202,0.4392792775271445,,,0.37884113059575847,0.6538507947907242,0.06309998813676994,0.20161160108675694,0.24878099226102765,-598645527.9341464,-2482569804.439675,-2817870262.2781577,64499735.01200104,,-203322440.63116932,54776264.98799896,,322598440.6311693,679905625000000.0,,4.618968592280032e+17,3000439206035481.0,,1.0406975389766208e+17
4,9899361628.0,24552000.0,-1.2414632419599674,-1.1565132549553574,,,0.21779500042065,0.5627197854279197,0.06309998813676994,0.20161160108675694,0.24878099226102765,-598645527.9341464,-2482569804.439675,-2817870262.2781577,26004073.35424912,,-355097253.71357584,-1452073.3542491198,,379649253.71357584,4712685201000000.0,,3.421149619896032e+17,2108517026120.2896,,1.4413355584527507e+17
5,12445502384.0,175692000.0,1.7267571274978892,1.3897061124637269,,,0.8899202196758991,0.7081268708032656,0.06309998813676994,0.20161160108675694,0.24878099226102765,-598645527.9341464,-2482569804.439675,-2817870262.2781577,186665524.85239553,,278334170.0003476,-10973524.852395535,,-102642170.00034761,6804765081000000.0,,5.4176362999646035e+17,120418247686142.44,,1.053541506238026e+16
6,10607926384.0,48712000.0,-0.415438075486753,-0.7494955236013473,,,0.40484052838714946,0.585963368745826,0.06309998813676994,0.20161160108675694,0.24878099226102765,-598645527.9341464,-2482569804.439675,-2817870262.2781577,70714501.0519824,,-178819810.63470268,-22002501.051982403,,227531810.63470268,1979271121000000.0,,3.7096132274846035e+17,484110052542486.75,,5.17707248507062e+16
7,11642332592.0,166468000.0,0.79044403045887,1.234311594499762,,,0.6779010407380978,0.6992527477683166,0.06309998813676994,0.20161160108675694,0.24878099226102765,-598645527.9341464,-2482569804.439675,-2817870262.2781577,135985520.5053836,,78520792.1925044,30482479.49461639,,87947207.8074956,5368053289000000.0,,5.2827013661863174e+17,929181556139708.6,,7734711361134814.0
8,11137885920.0,113164000.0,0.20237407257959467,0.33631187793957373,,,0.5447382023437145,0.64797063000434,0.06309998813676994,0.20161160108675694,0.24878099226102765,-598645527.9341464,-2482569804.439675,-2817870262.2781577,104154941.48655057,,-46975951.410429,9009058.51344943,,160139951.410429,398521369000000.0,,4.536264193505175e+17,81163135298755.66,,2.564480403773456e+16
9,11215482488.0,95868000.0,0.2928340022574265,0.04493030999673612,,,0.5652219914498557,0.6313306872449647,0.06309998813676994,0.20161160108675694,0.24878099226102765,-598645527.9341464,-2482569804.439675,-2817870262.2781577,109051284.00680459,,-27671400.22733879,-13183284.006804585,,123539400.22733879,7112889000000.0,,4.306272382872032e+17,173798977204069.56,,1.5261983408530596e+16
10,11915536140.0,121744000.0,1.108937159430942,0.48085708220353923,,,0.7500207749547131,0.6562251807025037,0.06309998813676994,0.20161160108675694,0.24878099226102765,-598645527.9341464,-2482569804.439675,-2817870262.2781577,153224661.14310706,,146488641.95317745,-31480661.143107057,,-24744641.953177452,814702849000000.0,,4.6525760364994605e+17,991032026007130.5,,612297305390949.6
11,11231997272.0,115892000.0,0.3120864800124296,0.38226984032093714,,,0.5695815315855673,0.6505951538160638,0.06309998813676994,0.20161160108675694,0.24878099226102765,-598645527.9341464,-2482569804.439675,-2817870262.2781577,110093366.68128586,,-23562835.876842022,5798633.318714142,,139454835.87684202,514881481000000.0,,4.5730857523074605e+17,33624148364901.78,,1.9447651249436944e+16
12,11649123484.0,33600000.0,,,0.19620667815198733,0.44903538297576434,0.6796936870258895,0.5714245843459833,0.06309998813676994,0.20161160108675694,0.24878099226102765,-598645527.9341464,-2482569804.439675,-2817870262.2781577,,-133971367.57309484,80210237.04260159,,167571367.57309484,-46610237.042601585,,4.3681e+16,3.5278128623554605e+17,,2.8080163230317264e+16,2172514197167509.0
13,10822408836.0,-706000000.0,,,-0.5931700868894134,-1.139991264148041,0.46145918339952124,-0.1401215341111152,0.06309998813676994,0.20161160108675694,0.24878099226102765,-598645527.9341464,-2482569804.439675,-2817870262.2781577,,-300646631.39824915,-125460653.40356445,,-405353368.60175085,-580539346.5964355,,2.8153636e+17,2.1212773961260424e+16,,1.6431135343678688e+17,3.370259329466163e+17
14,10248979984.0,-170800000.0,,,-1.140700499309497,0.009883075414777589,0.3100865650674239,0.37477771223588197,0.06309998813676994,0.20161160108675694,0.24878099226102765,-598645527.9341464,-2482569804.439675,-2817870262.2781577,,-416256540.3593104,-268118852.1952262,,245456540.3593104,97318852.19522619,,21160000000000.0,1.5175227439554608e+17,,6.024891320516177e+16,9470958992596282.0
15,11581037776.0,-1105600000.0,,,0.13119600481189983,-1.9985297284404593,0.6617205560001165,-0.5245642449486714,0.06309998813676994,0.20161160108675694,0.24878099226102765,-598645527.9341464,-2482569804.439675,-2817870262.2781577,,-147698236.17409992,63271807.04756737,,-957901763.8259001,-1168871807.0475674,,8.6527204e+17,2.972932628298319e+17,,9.175757891407704e+17,1.3662613013106455e+18
16,11433517728.0,70800000.0,,,-0.009661422295152185,0.5289593841561396,0.6227785044372197,0.607213545414945,0.06309998813676994,0.20161160108675694,0.24878099226102765,-598645527.9341464,-2482569804.439675,-2817870262.2781577,,-177439989.24377537,26571623.127732754,,248239989.24377537,44228376.872267246,,6.061444e+16,3.983552995841175e+17,,6.162309225974971e+16,1956149320755304.2
17,13389649428.0,88800000.0,,,1.8581232082016041,0.5676322879530954,1.139154295781979,0.6245307846418618,0.06309998813676994,0.20161160108675694,0.24878099226102765,-598645527.9341464,-2482569804.439675,-2817870262.2781577,,216938854.7297845,513220008.4469838,,-128138854.72978449,-424420008.4469838,,6.980164e+16,4.2140084152697466e+17,,1.6419566091460812e+16,1.8013234357013782e+17
18,10939600388.0,-401600000.0,,,-0.48127139435779026,-0.485989491048411,0.49239517835472824,0.15273222259296915,0.06309998813676994,0.20161160108675694,0.24878099226102765,-598645527.9341464,-2482569804.439675,-2817870262.2781577,,-277019454.9656873,-96305622.81239462,,-124580545.03431273,-305294377.1876054,,5.116644e+16,2.5202814372688964e+16,,1.552031220104642e+16,9.320465674236787e+16
19,11805872500.0,682400000.0,,,0.3458762545564238,1.8429787153904815,0.7210719833745006,1.1956148515917453,0.06309998813676994,0.20161160108675694,0.24878099226102765,-598645527.9341464,-2482569804.439675,-2817870262.2781577,,-102368947.48856115,119206412.77902126,,784768947.4885612,563193587.2209787,,7.3582084e+17,1.544437362486975e+18,,6.15862300942304e+17,3.171870166868342e+17
20,9600109748.0,-520800000.0,,,-1.7602650480500563,-0.7420900539704737,0.13879907885442475,0.03805361615694137,0.06309998813676994,0.20161160108675694,0.24878099226102765,-598645527.9341464,-2482569804.439675,-2817870262.2781577,,-547076307.5368123,-429545433.3559537,,26276307.536812305,-91254566.6440463,,1.1930116e+17,1564514395546118.5,,690444337769139.1,8327395933392689.0
21,13046794320.0,197600000.0,,,1.5307528674368664,0.8013885064591393,1.048648080014353,0.7292038750801154,0.06309998813676994,0.20161160108675694,0.24878099226102765,-598645527.9341464,-2482569804.439675,-2817870262.2781577,,147815287.46513128,427924174.47698164,,49784712.53486872,-230324174.47698164,,1.39129e+17,5.744941794926889e+17,,2478517602179514.5,5.304922534850308e+16
22,11250482500.0,-219200000.0,,,-0.184430015686829,-0.09410406590592574,0.5744612256453734,0.32821358009239415,0.06309998813676994,0.20161160108675694,0.24878099226102765,-598645527.9341464,-2482569804.439675,-2817870262.2781577,,-214342014.61613512,-18964062.512830734,,-4857985.38386488,-200235937.48716927,,1918440000000000.0,1.1638601272697466e+17,,23600021989844.8,4.009443066136556e+16
23,11556056988.0,-54000000.0,,,0.10734345342995669,0.26082725116391287,0.6551261768118871,0.4871473534416541,0.06309998813676994,0.20161160108675694,0.24878099226102765,-598645527.9341464,-2482569804.439675,-2817870262.2781577,,-152734652.83918905,57057061.821465015,,98734652.83918905,-111057061.82146502,,1.473796e+16,2.5639431544697466e+17,,9748531671275182.0,1.2333670980416702e+16
25,18901920.0,-2244800000.0,,,,,-2.39042928251925,-1.6205530742433258,0.06309998813676994,0.20161160108675694,0.24878099226102765,-598645527.9341464,-2482569804.439675,-2817870262.2781577,,,-2813167823.864919,,,568367823.8649192,,,2.837358519424117e+18,,,3.230419832049438e+17
26,504619776.0,-3623200000.0,,,,,-2.26221044006489,-2.946668771486788,0.06309998813676994,0.20161160108675694,0.24878099226102765,-598645527.9341464,-2482569804.439675,-2817870262.2781577,,,-2692330453.69034,,,-930869546.30966,,,9.381025969755546e+18,,,8.665181122467521e+17
27,775169884.0,-3784400000.0,,,,,-2.1907911557105133,-3.1017542694522886,0.06309998813676994,0.20161160108675694,0.24878099226102765,-598645527.9341464,-2482569804.439675,-2817870262.2781577,,,-2625022729.3657722,,,-1159377270.6342278,,,1.0394472978578403e+19,,,1.3441556556632714e+18
28,945982412.0,-2268800000.0,,,,,-2.1457004011781886,-1.6436427265458817,0.06309998813676994,0.20161160108675694,0.24878099226102765,-598645527.9341464,-2482569804.439675,-2817870262.2781577,,,-2582527819.1593175,,,313727819.1593175,,,2.9187879301669745e+18,,,9.842514451446142e+16
29,3244337104.0,-1376000000.0,,,,,-1.5389852588018138,-0.7847076608908015,0.06309998813676994,0.20161160108675694,0.24878099226102765,-598645527.9341464,-2482569804.439675,-2817870262.2781577,,,-2010740858.3157687,,,634740858.3157687,,,6.65278490532689e+17,,,4.028959572154388e+17
30,5469669528.0,-896800000.0,,,,,-0.951546390831855,-0.3236842699164348,0.06309998813676994,0.20161160108675694,0.24878099226102765,-598645527.9341464,-2482569804.439675,-2817870262.2781577,,,-1457120449.7624109,,,560320449.7624109,,,1.1319594936697474e+17,,,3.139590064219504e+17
31,8271244768.0,-537600000.0,,,,,-0.21199207985837432,0.021890859545152224,0.06309998813676994,0.20161160108675694,0.24878099226102765,-598645527.9341464,-2482569804.439675,-2817870262.2781577,,,-760141781.6612842,,,222541781.6612842,,,517741915546120.1,,,4.9524844584978696e+16
32,5378580380.0,-1349600000.0,,,,,-0.9755919246174483,-0.75930904335799,0.06309998813676994,0.20161160108675694,0.24878099226102765,-598645527.9341464,-2482569804.439675,-2817870262.2781577,,,-1479781698.3860626,,,130181698.38606262,,,6.229093387155462e+17,,,1.694727459467978e+16
33,9303113756.0,-486400000.0,,,,,0.06039866215690804,0.07114878445727153,0.06309998813676994,0.20161160108675694,0.24878099226102765,-598645527.9341464,-2482569804.439675,-2817870262.2781577,,,-503432390.9432616,,,17032390.943261623,,,5469185664117543.0,,,290102341244100.56
34,7694455376.0,-907600000.0,,,,,-0.36425180691727455,-0.334074613452585,0.06309998813676994,0.20161160108675694,0.24878099226102765,-598645527.9341464,-2482569804.439675,-2817870262.2781577,,,-903636018.9286792,,,-3963981.071320772,,,1.2057982420126045e+17,,,15713145933789.377
35,7099735832.0,-1150800000.0,,,,,-0.5212447001673529,-0.5680497567851517,0.06309998813676994,0.20161160108675694,0.24878099226102765,-598645527.9341464,-2482569804.439675,-2817870262.2781577,,,-1051590937.2020249,,,-99209062.79797506,,,3.486265463955462e+17,,,9842438141252560.0
